(37.598793969849304, 995)
(37.25289070480085, 979)
(37.82541708542715, 995)
(38.409115577889416, 995)
(37.53675840978598, 981)
(37.19754045307445, 927)
(38.347032057911065, 967)
(37.12485907553557, 887)
(37.748281573499, 966)
(37.572367531003415, 887)
(37.99663031624862, 917)
(38.7780105820106, 945)
(36.801384083045, 867)
(37.92582618025755, 932)
(36.09871651785719, 896)
(37.87531385281388, 924)
(37.193265086206914, 928)
(37.75189218921896, 909)
(35.67190243902442, 820)
(35.34607187112767, 807)
(38.39185227272726, 880)
(37.8539655172414, 928)
(37.2036492374728, 918)
(35.96203797468357, 790)
(38.35425799086758, 876)
(36.25970260223051, 807)
(36.749618226601065, 812)
(36.52502994011978, 835)
(37.00771990740742, 864)
(35.88960051546397, 776)
(35.96408284023672, 845)
(38.70739571589629, 887)
(36.46503554502373, 844)
(36.318381742738595, 723)
(35.27828929068154, 719)
(36.63600991325904, 807)
(37.678042959427216, 838)
(36.53998533724342, 682)
(36.394061662198425, 746)
(36.3980921052632, 760)
(37.52225888324875, 788)
(38.08893643031787, 818)
(35.301525885558625, 734)
(35.01850558659219, 716)
(37.60280150753772, 796)
(36.34587570621472, 708)
(35.56310606060608, 660)
(34.512043681747315, 641)
(37.19224899598395, 747)
(36.8605293276109, 699)
(33.28256000000008, 625)
(37.206709677419376, 775)
(35.57922727272734, 660)
(34.47917721518993, 632)
(37.2306330935252, 695)
(33.66058430717864, 599)
(36.22712446351932, 699)
(35.815404624277484, 692)
(37.04365497076028, 684)
(35.499092307692344, 650)
(37.31957241379314, 725)
(33.662229729729745, 592)
(33.02686006825943, 586)
(36.4578318584071, 678)
(35.50741732283473, 635)
(36.84989840348331, 689)
(38.57104633781766, 669)
(35.370171673819804, 699)
(35.00006069802739, 659)
(34.43636513157901, 608)
(36.707895522388114, 670)
(33.835532710280404, 535)
(36.04607594936714, 632)
(31.190700636942694, 471)
(34.033610108303286, 554)
(36.88324013157897, 608)
(38.4420989505248, 667)
(35.2637976782753, 603)
(31.44678137651821, 494)
(35.64253205128212, 624)
(34.04285234899332, 596)
(37.77498344370861, 604)
(32.50161596958177, 526)
(33.46730240549834, 582)
(35.68549532710282, 535)
(35.952793103448286, 580)
(32.37948028673838, 558)
(30.620067720090308, 443)
(33.632978723404285, 517)
(34.03992727272731, 550)
(38.23610510046373, 647)
(33.41512500000002, 560)
(32.28585798816569, 507)
(36.42253886010364, 579)
(36.5778020134228, 596)
(32.92321153846156, 520)
(32.224959349593504, 492)
(32.698921739130505, 575)
(33.52030769230773, 520)
(33.2422736418511, 497)

