(37.13248746238717, 997)
(37.068768920282544, 991)
(36.833137860082324, 972)
(36.530650154798806, 969)
(36.976026970954365, 964)
(37.404052953156814, 982)
(37.194018887722976, 953)
(38.04674418604646, 989)
(37.070822784810154, 948)
(36.351489361702136, 940)
(36.06424036281182, 882)
(38.258474226804104, 970)
(36.98555555555558, 900)
(37.18510405257395, 913)
(37.05221258134489, 922)
(35.286569086651056, 854)
(36.791132897603504, 918)
(36.167474860335254, 895)
(34.04034838709679, 775)
(37.43604895104899, 858)
(35.789214285714316, 840)
(36.21050505050506, 891)
(36.658185890257585, 893)
(36.114563106796126, 824)
(36.43041420118341, 845)
(35.58522860492381, 853)
(36.732105263157926, 855)
(35.931472684085534, 842)
(36.68044902912622, 824)
(37.57659645232813, 902)
(36.27937046004845, 826)
(32.89069868995636, 687)
(35.302244640605295, 793)
(37.40066350710897, 844)
(36.928703481392546, 833)
(36.154796320630766, 761)
(35.581719745222934, 785)
(37.26176158940397, 755)
(35.628507042253524, 710)
(35.64122077922076, 770)
(35.684526315789505, 760)
(34.9107863501484, 674)
(35.913846153846144, 767)
(34.446262341325806, 709)
(37.00019920318725, 753)
(34.82547353760448, 718)
(36.11841610738257, 745)
(35.69277697841728, 695)
(34.36131101813111, 717)
(35.24863436123348, 681)
(33.12208931419458, 627)
(34.13995901639345, 732)
(37.851796178343974, 785)
(34.395205479452095, 657)
(35.930670170827845, 761)
(35.839577639751546, 805)
(35.56056577086279, 707)
(36.270272435897425, 624)
(35.899733333333366, 675)
(33.675643410852736, 645)
(33.736009615384646, 624)
(35.84490196078433, 663)
(34.67581730769231, 624)
(33.380434782608695, 598)
(35.20144215530904, 631)
(35.21862284820033, 639)
(34.031940532081435, 639)
(34.551532738095226, 672)
(37.45953451043341, 623)
(33.11808695652179, 575)
(34.082778603268956, 673)
(33.91215851602024, 593)
(34.659465517241365, 580)
(35.40750819672131, 610)
(31.408673267326737, 505)
(31.34140786749481, 483)
(33.00830188679248, 530)
(34.04141955835966, 634)
(33.505376712328776, 584)
(32.27992172211354, 511)
(31.73715277777777, 576)
(33.75597042513867, 541)
(33.07864620938627, 554)
(32.08503042596351, 493)
(34.145870646766184, 603)
(32.23372745490984, 499)
(31.150977596741413, 491)
(36.8637974683544, 553)
(35.43805914972279, 541)
(34.06279783393507, 554)
(33.99643809523811, 525)
(36.217403685092144, 597)
(32.950272904483434, 513)
(36.4513235294118, 612)
(29.164988344988362, 429)
(32.66807522123898, 452)
(33.38199619771864, 526)
(31.98728, 500)
(32.43530303030307, 528)
(38.703703703703724, 621)

