(38.949287863590804, 997)
(38.94701103309938, 997)
(38.84706653225813, 992)
(39.20628886659982, 997)
(38.45309267241381, 928)
(39.14859723698199, 941)
(38.95394683026594, 978)
(38.23764192139741, 916)
(39.39596566523607, 932)
(37.56080446927379, 895)
(40.0231088082902, 965)
(38.401809100998975, 901)
(38.549105263157934, 950)
(38.33650828729286, 905)
(38.923440860215116, 930)
(37.013060747663594, 856)
(38.16478213507625, 918)
(37.9694964028777, 834)
(38.42014268727708, 841)
(40.05608137044975, 934)
(38.66260000000003, 900)
(36.03187012987014, 770)
(37.547971188475415, 833)
(37.766210526315795, 760)
(38.07620689655173, 841)
(38.43824418604651, 860)
(40.34671963677639, 881)
(39.577882736156475, 921)
(37.91655717761557, 822)
(40.76510614525141, 895)
(36.45735218509001, 778)
(37.08794270833332, 768)
(37.87487031700287, 694)
(38.338015267175585, 786)
(37.76173533083646, 801)
(37.42682432432435, 740)
(39.33495901639348, 732)
(36.940657534246604, 730)
(36.546587078651704, 712)
(37.487679900744446, 806)
(36.875928297055054, 781)
(37.177616511318256, 751)
(38.171716216216176, 740)
(37.62316576086958, 736)
(35.57452662721898, 676)
(38.0528767123288, 803)
(38.867233727810635, 676)
(37.41486187845307, 724)
(39.251638044914124, 757)
(38.52449468085108, 752)
(37.376723163841845, 708)
(40.071103253182464, 707)
(37.474657097288706, 627)
(34.775095652173924, 575)
(36.54087689713321, 593)
(38.443022636484706, 751)
(37.10489239598284, 697)
(36.255096582466614, 673)
(39.127777777777794, 765)
(34.95730708661417, 635)
(34.46224637681163, 552)
(37.63419354838713, 713)
(36.6966927899687, 638)
(36.244975450081874, 611)
(35.258219814241485, 646)
(38.68174647887328, 710)
(38.444337539432205, 634)
(39.31933641975311, 648)
(36.862614035087724, 570)
(36.532181500872625, 573)
(36.86551304347828, 575)
(34.70678571428573, 560)
(37.68117132867133, 572)
(37.028089285714294, 560)
(34.31745562130177, 507)
(34.02845437616389, 537)
(34.33051080550098, 509)
(34.65112994350288, 531)
(36.64100719424463, 556)
(35.61055133079846, 526)
(36.67974226804125, 582)
(34.75782520325207, 492)
(37.29485893416926, 638)
(35.05743083003953, 506)
(37.154990723562136, 539)
(36.1430996309963, 542)
(33.68200836820085, 478)
(34.79610038610038, 518)
(37.3159712230216, 556)
(35.65847583643123, 538)
(35.644099378882025, 483)
(34.949891304347815, 552)
(36.514535714285714, 560)
(35.95296160877517, 547)
(34.626969696969695, 396)
(36.15254201680673, 476)
(37.09661637931033, 464)
(37.26825688073393, 545)
(31.80971867007672, 391)
(33.72248962655604, 482)

