(37.60220543806645, 993, 1, 2)
(37.53745694022292, 987, 1, 2)
(37.05924742268041, 970, 2, 2)
(37.707795591182354, 998, 2, 4)
(37.73174348697392, 998, 2, 4)
(37.74555110220438, 998, 3, 5)
(37.65009164969448, 982, 3, 2)
(37.709869739478926, 998, 3, 2)
(37.722104208416816, 998, 3, 2)
(37.625373737373685, 990, 1, 2)
(37.64478873239435, 994, 1, 1)
(37.344170905391636, 983, 1, 2)
(37.13689479060264, 979, 1, 4)
(38.10775551102202, 998, 1, 6)
(38.35616232464928, 998, 1, 8)
(37.75252505010018, 998, 2, 2)
(37.699028056112205, 998, 2, 7)
(37.70093186372742, 998, 2, 3)
(37.75064128256509, 998, 1, 2)
(37.68085170340677, 998, 1, 2)
(37.78025050100198, 998, 1, 4)
(37.71452905811618, 998, 1, 2)
(37.84544088176351, 998, 1, 2)
(37.72180360721442, 998, 1, 2)
(37.38967213114751, 976, 1, 2)
(37.460316004077455, 981, 1, 2)
(37.695430861723416, 998, 1, 2)
(37.718246492985934, 998, 1, 2)
(37.681783567134254, 998, 1, 2)
(37.6630661322645, 998, 1, 6)
(38.168827655310615, 998, 1, 4)
(38.465741482965946, 998, 1, 5)
(37.59385469223004, 991, 1, 2)
(37.6665427135678, 995, 1, 2)
(37.710821643286515, 998, 5, 6)
(37.74966933867736, 998, 5, 8)
(37.665501002004, 998, 5, 6)
(37.703126252505, 998, 5, 8)
(37.720761523046086, 998, 5, 8)
(37.72110220440881, 998, 5, 6)
(37.54041666666663, 960, 1, 4)
(37.52110995850624, 964, 1, 2)
(37.69430861723442, 998, 1, 2)
(37.67926853707413, 998, 1, 2)
(37.68432865731462, 998, 3, 4)
(37.696873747494955, 998, 3, 4)
(37.69900801603203, 998, 3, 4)
(37.689619238476936, 998, 3, 4)
(37.50680829015542, 965, 1, 2)
(37.35020768431981, 963, 1, 2)
(37.75737474949898, 998, 1, 2)
(37.72788577154307, 998, 1, 2)
(37.79128256513023, 998, 1, 3)
(37.756262525050055, 998, 1, 2)
(37.12091476091473, 962, 1, 2)
(37.326323987538935, 963, 1, 2)
(37.71556112224446, 998, 3, 8)
(37.704258517034035, 998, 3, 4)
(37.70414829659317, 998, 3, 4)
(37.67643286573143, 998, 3, 8)
(37.48145325203254, 984, 1, 2)
(37.462917093142266, 977, 1, 2)
(38.06207414829659, 998, 1, 2)
(38.015981963927835, 998, 1, 2)
(37.27613236814891, 967, 1, 2)
(37.449979695431466, 985, 1, 2)
(36.72488095238097, 924, 2, 2)
(38.01388777555106, 998, 2, 2)
(38.043226452905806, 998, 2, 2)
(37.69937875751502, 998, 3, 2)
(37.867054108216394, 998, 3, 4)
(37.895130260521, 998, 3, 2)
(37.70040080160317, 998, 3, 2)
(37.260779487179484, 975, 1, 2)
(37.56384692849947, 993, 1, 2)
(37.70583166332659, 998, 5, 4)
(37.75749498997996, 998, 5, 7)
(37.66876753507009, 998, 5, 7)
(37.719969939879725, 998, 5, 6)
(37.73363727454906, 998, 5, 6)
(37.72279559118231, 998, 5, 6)
(37.79643286573145, 998, 1, 6)
(37.78056112224447, 998, 1, 2)
(37.43353658536585, 984, 1, 2)
(37.20740932642486, 965, 1, 2)
(37.67767535070137, 998, 3, 6)
(37.686202404809606, 998, 3, 6)
(37.657595190380746, 998, 3, 6)
(37.66571142284567, 998, 3, 6)
(37.8362925851703, 998, 1, 2)
(37.904388777555106, 998, 1, 2)
(37.56846619576183, 991, 0, 2)
(37.61533333333329, 990, 1, 2)
(37.45811608961303, 982, 1, 2)
(37.18121243523313, 965, 1, 2)
(37.307334710743774, 968, 1, 2)
(37.70996993987971, 998, 1, 6)
(37.69207414829658, 998, 1, 10)
(37.45012096774191, 992, 1, 2)
(37.41053698074974, 987, 1, 2)
(38.016633266533034, 998, 1, 2)
(38.0117034068136, 998, 1, 2)
(37.68637274549097, 998, 1, 2)
(37.75418837675348, 998, 1, 4)
(37.35911495422177, 983, 1, 2)
(37.569959758551285, 994, 1, 1)
(37.17476875642341, 973, 1, 2)
(37.6676233635448, 993, 1, 2)
(37.61609929078014, 987, 1, 2)
(37.638992950654554, 993, 1, 2)
(37.69065195586756, 997, 3, 1)
(37.79799599198394, 998, 3, 2)
(37.52101030927833, 970, 3, 2)
(37.787254509018005, 998, 3, 2)
(37.693436873747466, 998, 3, 4)
(37.6671543086172, 998, 3, 4)
(37.6642284569138, 998, 3, 4)
(37.67644288577149, 998, 3, 4)
(37.693356713426816, 998, 4, 7)
(37.88624248496992, 998, 4, 8)
(37.69720440881761, 998, 4, 4)
(37.72030060120238, 998, 4, 8)
(37.84595190380762, 998, 4, 2)
(37.50395897435895, 975, 1, 2)
(37.67033092037229, 967, 1, 4)
(37.92673346693383, 998, 4, 2)
(37.753547094188335, 998, 4, 4)
(37.85825651302602, 998, 4, 5)
(37.71355711422842, 998, 4, 2)
(37.67605210420839, 998, 4, 4)
(37.655246727089605, 993, 0, 2)
(37.670871743486934, 998, 1, 8)
(37.703667334669305, 998, 1, 2)
(37.67840681362723, 998, 5, 4)
(37.70480923694777, 996, 5, 1)
(37.69460921843683, 998, 5, 4)
(37.69658316633263, 998, 5, 4)
(37.714869739478914, 998, 5, 2)
(37.64726452905809, 998, 5, 4)
(37.61350401606423, 996, 0, 2)
(37.64741708542713, 995, 0, 2)
(37.52769464105153, 989, 0, 2)
(37.678687374749465, 998, 0, 2)
(37.514727085478896, 971, 1, 2)
(37.486220145378994, 963, 1, 2)
(37.68339679358715, 998, 7, 4)
(37.70566132264524, 998, 7, 6)
(37.685220440881736, 998, 7, 4)
(37.69097194388775, 998, 7, 7)
(37.71484969939876, 998, 7, 7)
(37.66581162324647, 998, 7, 4)
(37.70388777555108, 998, 7, 4)
(37.699498997995974, 998, 7, 6)
