(37.82643931795389, 997)
(37.84532597793382, 997)
(37.5771561530507, 967)
(37.61946875000008, 960)
(38.24355778894475, 995)
(37.1410393873085, 914)
(38.16179408766566, 981)
(37.315464601769904, 904)
(37.40238551650697, 939)
(36.80254143646412, 905)
(38.27828571428573, 945)
(37.55971030042921, 932)
(37.89719461697725, 966)
(37.05851409978314, 922)
(35.93937652811739, 818)
(36.82365135453479, 849)
(36.75009779951106, 818)
(37.07231773667031, 919)
(39.66275395033865, 886)
(38.51874725274727, 910)
(35.86618677042806, 771)
(39.4033758700696, 862)
(37.32783118405629, 853)
(38.49526674233823, 881)
(37.127167832167835, 858)
(36.732009864365025, 811)
(37.41814031180397, 898)
(35.64016194331986, 741)
(38.71591216216215, 888)
(38.8657827102804, 856)
(39.38229685807152, 923)
(38.11148986889157, 839)
(36.039553001277156, 783)
(36.78332480818417, 782)
(37.54690376569043, 717)
(37.347213316892706, 811)
(36.10593548387096, 775)
(36.26780419580419, 715)
(37.337647058823556, 765)
(36.81415868673053, 731)
(36.3505925925926, 675)
(36.63998722860795, 783)
(37.610309523809555, 840)
(36.71365497076022, 684)
(37.87144785276079, 815)
(37.70018181818181, 770)
(36.36245859872613, 785)
(36.66524657534251, 730)
(37.05964705882353, 765)
(36.63890743550839, 659)
(37.82429971988797, 714)
(36.68071856287425, 668)
(37.104861878453065, 724)
(37.19029649595691, 742)
(39.036927453769515, 703)
(37.14465638148669, 713)
(36.539027982326964, 679)
(37.91792481203008, 665)
(35.502378854625604, 681)
(36.045007974481706, 627)
(35.54607371794872, 624)
(37.7596366508689, 633)
(36.713426356589196, 645)
(36.07771106941842, 533)
(38.92157681940701, 742)
(33.838971962616874, 535)
(36.019948186528474, 579)
(35.376302931596086, 614)
(37.43645547945209, 584)
(37.42928819444443, 576)
(36.067363184079575, 603)
(34.29871198568874, 559)
(32.98899647887325, 568)
(35.60812807881773, 609)
(35.31577689243031, 502)
(36.993348484848475, 660)
(35.23752508361206, 598)
(32.96764705882352, 527)
(36.092179487179486, 624)
(34.21054901960789, 510)
(36.26770382695512, 601)
(35.63085923217554, 547)
(35.88960144927538, 552)
(34.64487523992327, 521)
(36.52050819672137, 610)
(37.71919327731098, 595)
(37.430329067641736, 547)
(35.513662790697694, 516)
(37.22017452006983, 573)
(30.372727272727314, 374)
(35.66466150870408, 517)
(37.3281031307551, 543)
(35.00023593466427, 551)
(33.94713733075436, 517)
(33.3044444444445, 513)
(37.767666098807524, 587)
(36.245849802371566, 506)
(34.02827715355808, 534)
(34.57899821109126, 559)
(34.185826771653595, 508)

