(38.51054108216432, 998)
(38.19868098159509, 978)
(38.43685222672069, 988)
(38.146712619300104, 943)
(39.739798994974905, 995)
(38.94261710794296, 982)
(38.88540899795503, 978)
(37.4679495268139, 951)
(38.274824654622726, 941)
(37.96420600858372, 932)
(38.66307613168724, 972)
(39.2200945378151, 952)
(38.06223214285715, 896)
(37.001406976744214, 860)
(38.44154788418713, 898)
(37.43076822916668, 768)
(37.81037715517245, 928)
(38.189363839285704, 896)
(37.0531448763251, 849)
(37.24130334486737, 867)
(37.57238150289018, 865)
(36.68014184397162, 846)
(39.07070534698526, 879)
(36.77430693069309, 808)
(38.454043035107574, 883)
(38.81719636776392, 881)
(37.407699228791785, 778)
(38.54698113207545, 848)
(36.64624694376529, 818)
(37.67569428238042, 857)
(36.954152119700765, 802)
(38.658661233993065, 859)
(37.48658291457285, 796)
(38.088551461245224, 787)
(36.939672544080594, 794)
(36.88444881889766, 762)
(37.453112745098075, 816)
(37.40135802469139, 810)
(37.143278008298765, 723)
(35.98070028011202, 714)
(35.48988455988459, 693)
(36.32004032258064, 744)
(36.830876944837335, 707)
(37.98242693773825, 787)
(37.50997315436241, 745)
(36.37622132253713, 741)
(37.42722460658084, 699)
(34.12525559105436, 626)
(38.06889171974518, 785)
(35.18184094256259, 679)
(36.428400537634396, 744)
(37.41180500658765, 759)
(37.906175710594276, 774)
(35.796635658914745, 645)
(38.65998722860792, 783)
(35.929652677279336, 691)
(35.16496932515341, 652)
(36.580391872278675, 689)
(33.931920415224944, 578)
(39.15056497175143, 708)
(37.29761904761903, 693)
(35.82848184818482, 606)
(37.85649331352159, 673)
(32.9282897384306, 497)
(32.8984786324786, 585)
(36.637271317829416, 645)
(36.34525984251969, 635)
(37.07914728682177, 645)
(37.7480340557276, 646)
(33.89971751412429, 531)
(33.91309262166409, 637)
(33.339423423423455, 555)
(34.26385563380282, 568)
(37.16040322580646, 620)
(35.26544169611311, 566)
(34.008637992831545, 558)
(34.483856088560906, 542)
(36.34445669291336, 635)
(33.8160485268631, 577)
(36.71476489028214, 638)
(36.65202360876898, 593)
(33.52324752475246, 505)
(34.53847635726796, 571)
(32.91046065259118, 521)
(31.745347826086977, 460)
(33.09624000000001, 500)
(32.69962075848307, 501)
(37.77564831261103, 563)
(32.23665841584159, 404)
(37.477545454545464, 550)
(39.0195315682281, 491)
(38.591452420701145, 599)
(35.372958477508675, 578)
(30.831372093023237, 430)
(33.90893333333332, 450)
(32.98556277056279, 462)
(36.035302491103245, 562)
(34.05021897810219, 548)
(34.603201754385985, 456)
(32.95595744680853, 470)

