(37.50097363083165, 986, 1, 2)
(37.45140081799591, 978, 1, 2)
(37.194524793388446, 968, 2, 2)
(37.60473790322582, 992, 2, 4)
(37.67798387096774, 992, 2, 4)
(37.71901209677419, 992, 3, 5)
(37.399486652977394, 974, 3, 2)
(37.677943548387105, 992, 3, 2)
(37.64814516129033, 992, 3, 2)
(37.54835532994924, 985, 1, 2)
(37.592320162107406, 987, 1, 1)
(37.324163265306105, 980, 1, 2)
(37.31088114754098, 976, 1, 4)
(38.04962701612902, 992, 1, 6)
(38.326592741935464, 992, 1, 8)
(37.75685483870967, 992, 2, 2)
(37.62753024193548, 992, 2, 7)
(37.59719758064519, 992, 2, 3)
(37.68225806451616, 992, 1, 2)
(37.66567540322581, 992, 1, 2)
(37.71728830645164, 992, 1, 4)
(37.65190524193549, 992, 1, 2)
(37.724747983871005, 992, 1, 2)
(37.64266129032257, 992, 1, 2)
(37.40372069317024, 981, 1, 2)
(37.506847492323445, 977, 1, 2)
(37.63853830645159, 992, 1, 2)
(37.674364919354865, 992, 1, 2)
(37.669677419354834, 992, 1, 2)
(37.64977822580645, 992, 1, 6)
(38.004092741935466, 992, 1, 4)
(38.208558467741895, 992, 1, 5)
(37.515076142131974, 985, 1, 2)
(37.48265450861198, 987, 1, 2)
(37.65296370967744, 992, 5, 6)
(37.639899193548395, 992, 5, 8)
(37.62023185483871, 992, 5, 6)
(37.626451612903246, 992, 5, 8)
(37.63079637096775, 992, 5, 8)
(37.63593750000002, 992, 5, 6)
(37.57705450733752, 954, 1, 4)
(37.25746582544691, 951, 1, 2)
(37.61338709677418, 992, 1, 2)
(37.638407258064504, 992, 1, 2)
(37.65321572580644, 992, 3, 4)
(37.62363911290323, 992, 3, 4)
(37.61537298387098, 992, 3, 4)
(37.63372983870968, 992, 3, 4)
(37.549741200828166, 966, 1, 2)
(37.430679012345664, 972, 1, 2)
(37.775735887096786, 992, 1, 2)
(37.698125, 992, 1, 2)
(37.737358870967746, 992, 1, 3)
(37.65808467741937, 992, 1, 2)
(37.336369294605824, 964, 1, 2)
(37.18631633714878, 961, 1, 2)
(37.63594758064516, 992, 3, 8)
(37.644284274193545, 992, 3, 4)
(37.61864919354841, 992, 3, 4)
(37.60420362903228, 992, 3, 8)
(37.408932238193024, 974, 1, 2)
(37.45269467213114, 976, 1, 2)
(38.057600806451596, 992, 1, 2)
(38.13005040322579, 992, 1, 2)
(36.98859228362877, 959, 1, 2)
(37.33772399588053, 971, 1, 2)
(36.572259825327535, 916, 2, 2)
(38.25252016129031, 992, 2, 2)
(37.87676411290324, 992, 2, 2)
(37.63517137096777, 992, 3, 2)
(37.83856854838711, 992, 3, 4)
(37.79878024193549, 992, 3, 2)
(37.60614919354838, 992, 3, 2)
(37.17016410256409, 975, 1, 2)
(37.43868020304568, 985, 1, 2)
(37.59907258064515, 992, 5, 4)
(37.751683467741934, 992, 5, 7)
(37.66139112903229, 992, 5, 7)
(37.61206653225807, 992, 5, 6)
(37.7049697580645, 992, 5, 6)
(37.67019153225808, 992, 5, 6)
(37.715786290322576, 992, 1, 6)
(37.66405241935486, 992, 1, 2)
(37.274244306418225, 966, 1, 2)
(36.89057773109245, 952, 1, 2)
(37.62352822580646, 992, 3, 6)
(37.603971774193546, 992, 3, 6)
(37.633497983870974, 992, 3, 6)
(37.64532258064514, 992, 3, 6)
(37.90920362903224, 992, 1, 2)
(37.80646169354839, 992, 1, 2)
(37.46773833671399, 986, 0, 2)
(37.41670408163264, 980, 1, 2)
(37.449049079754595, 978, 1, 2)
(37.35278467908904, 966, 1, 2)
(37.22983402489627, 964, 1, 2)
(37.624546370967735, 992, 1, 6)
(37.62693548387097, 992, 1, 10)
(37.527791286727435, 987, 1, 2)
(37.269643584521376, 982, 1, 2)
(38.03129032258064, 992, 1, 2)
(38.015362903225785, 992, 1, 2)
(37.66482862903225, 992, 1, 2)
(37.70086693548386, 992, 1, 4)
(37.2138202247191, 979, 1, 2)
(37.58312436804852, 989, 1, 1)
(37.36327835051546, 970, 1, 2)
(37.47306598984772, 985, 1, 2)
(37.497754065040645, 984, 1, 2)
(37.529603658536594, 984, 1, 2)
(37.605495951417, 988, 3, 1)
(37.672520161290315, 992, 3, 2)
(37.47218848167539, 955, 3, 2)
(37.67810483870966, 992, 3, 2)
(37.64434475806452, 992, 3, 4)
(37.64199596774193, 992, 3, 4)
(37.61873991935485, 992, 3, 4)
(37.61862903225807, 992, 3, 4)
(37.59858870967743, 992, 4, 7)
(37.833195564516096, 992, 4, 8)
(37.616582661290316, 992, 4, 4)
(37.64567540322582, 992, 4, 8)
(37.85323588709678, 992, 4, 2)
(37.42524504692389, 959, 1, 2)
(37.46704732510289, 972, 1, 4)
(37.74236895161289, 992, 4, 2)
(37.72179435483876, 992, 4, 4)
(37.884717741935454, 992, 4, 5)
(37.722852822580656, 992, 4, 2)
(37.66127016129033, 992, 4, 4)
(37.59097165991904, 988, 0, 2)
(37.644042338709674, 992, 1, 8)
(37.639455645161284, 992, 1, 2)
(37.62523185483871, 992, 5, 4)
(37.63800000000001, 990, 5, 1)
(37.62759072580642, 992, 5, 4)
(37.63546370967743, 992, 5, 4)
(37.629727822580634, 992, 5, 2)
(37.65080645161291, 992, 5, 4)
(37.6180221997982, 991, 0, 2)
(37.58432624113475, 987, 0, 2)
(37.582998986828756, 987, 0, 2)
(37.59477732793522, 988, 0, 2)
(37.229874345549746, 955, 1, 2)
(37.55028242677825, 956, 1, 2)
(37.60777217741935, 992, 7, 4)
(37.6310685483871, 992, 7, 6)
(37.62235887096774, 992, 7, 4)
(37.61160282258066, 992, 7, 7)
(37.6517439516129, 992, 7, 7)
(37.60672379032256, 992, 7, 4)
(37.629768145161286, 992, 7, 4)
(37.60411290322579, 992, 7, 6)
(37.31088568486098, 971, 1, 2)
(37.24333333333333, 966, 1, 2)
(37.40316508937959, 951, 6, 2)
(37.66725806451613, 992, 6, 4)
(37.717973790322546, 992, 6, 4)
(37.678054435483894, 992, 6, 6)
(37.62548387096771, 992, 6, 2)
(37.61823232323232, 990, 6, 1)
(37.682560483870986, 992, 6, 6)
(37.65877016129033, 992, 3, 6)
(37.63899193548387, 992, 3, 2)
(37.63779233870968, 992, 3, 6)
(37.668729838709666, 992, 3, 6)
(37.71699596774192, 992, 5, 4)
(37.787298387096776, 992, 5, 4)
(37.65305443548386, 992, 5, 2)
(37.81426411290322, 992, 5, 4)
(37.66575604838708, 992, 5, 6)
(37.63269153225807, 992, 5, 4)
(37.419437499999994, 960, 1, 2)
