(38.01887775551097, 998)
(38.01585170340676, 998)
(37.39481442205721, 943)
(37.80501030927828, 970)
(37.84234927234922, 962)
(37.63358411703233, 957)
(37.178589743589654, 936)
(37.43913793103442, 928)
(37.93748657357674, 931)
(37.617505399567975, 926)
(37.94909574468078, 940)
(37.619184782608656, 920)
(38.08557203389825, 944)
(37.14441543700338, 881)
(37.768904403866756, 931)
(37.7780638297872, 940)
(37.151116225546595, 869)
(37.83418141592916, 904)
(37.19696897374699, 838)
(37.39874720357939, 894)
(37.40910447761192, 871)
(37.096278787878745, 825)
(37.52041433370657, 893)
(37.975453586497856, 948)
(38.01035359116018, 905)
(39.02103070175433, 912)
(36.02649051490514, 738)
(33.80903367496336, 683)
(38.66452085682069, 887)
(35.93583737864075, 824)
(34.4087073863636, 704)
(37.406385964912246, 855)
(37.463565891472875, 774)
(38.279612590799, 826)
(38.15140049140046, 814)
(37.74472483221472, 745)
(36.14449032258059, 775)
(38.51402284263958, 788)
(37.53421985815596, 846)
(36.80966963151203, 787)
(36.660827770360456, 749)
(36.811868758915786, 701)
(35.41290730337078, 712)
(34.728954041204425, 631)
(37.02549999999996, 740)
(37.06253405994549, 734)
(35.730897435897404, 702)
(34.79132394366194, 710)
(36.97813953488366, 731)
(35.67292072322669, 719)
(36.584415760869554, 736)
(34.441943620178016, 674)
(36.0626494345719, 619)
(35.22681181959563, 643)
(37.31612129760227, 709)
(38.117395287958075, 764)
(34.795600624024935, 641)
(36.26104294478525, 652)
(36.32300142247509, 703)
(37.68194482758614, 725)
(36.26745709828391, 641)
(36.34280991735533, 605)
(34.47304777594728, 607)
(36.98625722543353, 692)
(35.84465686274506, 612)
(37.6465813253012, 664)
(38.26856278366112, 661)
(35.66981161695444, 637)
(32.7000356506239, 561)
(36.109966442953, 596)
(34.21345454545451, 605)
(34.321375212224126, 589)
(36.47583606557376, 610)
(36.13981636060096, 599)
(36.98527301092038, 641)
(34.126948051948034, 616)
(33.40748663101606, 561)
(32.93123689727467, 477)
(32.855477477477464, 555)
(34.83053191489362, 564)
(31.33428861788622, 492)
(37.27150159744412, 626)
(34.17287162162161, 592)
(35.190747508305655, 602)
(34.40579322638146, 561)
(36.31027372262776, 548)
(35.36123732251518, 493)
(35.58189090909089, 550)
(35.555394957983204, 595)
(32.99366602687136, 521)
(38.38219633943427, 601)
(36.993439597315415, 596)
(34.73085144927534, 552)
(38.34757942511347, 661)
(35.749204946996485, 566)
(31.76151873767262, 507)
(35.71367775831875, 571)
(32.15269141531324, 431)
(34.05859756097563, 492)
(32.62806382978727, 470)

